word,frequency_rank,wcount,log_w,w_cd
生意,880,3546,3.5497,1606
眼,881,3539,3.5489,2073
火,882,3536,3.5485,1977
遇到,883,3536,3.5485,2246
猫,884,3524,3.547,1226
即使,885,3516,3.546,2191
记住,886,3514,3.5458,2188
到处,887,3511,3.5454,2278
幸运,888,3500,3.5441,2211
卡,889,3496,3.5436,1466
洗,890,3495,3.5434,1918
那时,891,3494,3.5433,2105
干什么,892,3492,3.5431,2025
事儿,893,3489,3.5427,1211
混,894,3482,3.5418,1768
犯罪,895,3469,3.5402,1619
挂,896,3463,3.5395,2075
跳舞,897,3459,3.539,1174
白痴,898,3446,3.5373,1771
信任,899,3441,3.5367,1800
新闻,900,3441,3.5367,1620
未来,901,3440,3.5366,1703
道歉,902,3439,3.5364,1944
可怜,903,3428,3.535,2103
实在,904,3426,3.5348,2005
骗,905,3419,3.5339,1995
加入,906,3418,3.5338,1960
病人,907,3414,3.5333,983
案,908,3412,3.533,1352
根,909,3410,3.5328,1948
吓,910,3408,3.5325,2122
治疗,911,3399,3.5314,1433
原谅,912,3399,3.5314,1863
行为,913,3396,3.531,1982
比较,914,3388,3.5299,2179
边,915,3385,3.5296,2053
双,916,3384,3.5294,1958
婚礼,917,3381,3.529,916
弟弟,918,3376,3.5284,1354
组织,919,3373,3.528,1506
想想,920,3371,3.5278,2310
见面,921,3366,3.5271,2070
经常,922,3364,3.5269,2180
城市,923,3349,3.5249,1717
老板,924,3349,3.5249,1619
合作,925,3344,3.5243,1820
来到,926,3341,3.5239,1970
一会儿,927,3339,3.5236,2043
乱,928,3332,3.5227,2214
词,929,3331,3.5226,1817
尔,930,3327,3.5221,1005
超,931,3327,3.5221,1356
差不多,932,3326,3.5219,2268
支,933,3321,3.5213,1503
老婆,934,3320,3.5211,1530
中心,935,3318,3.5209,1612
可怕,936,3318,3.5209,2003
笔,937,3315,3.5205,1820
满,938,3311,3.52,2194
假,939,3310,3.5198,1968
明显,940,3306,3.5193,2161
研究,941,3305,3.5192,1596
意识,942,3300,3.5185,2142
附近,943,3300,3.5185,2037
同性恋,944,3298,3.5183,1014
打扰,945,3292,3.5175,2084
好运,946,3289,3.5171,1974
线索,947,3267,3.5141,1391
面前,948,3264,3.5138,2131
消失,949,3263,3.5136,1979
妹妹,950,3262,3.5135,1359
正确,951,3259,3.5131,2021
位置,952,3253,3.5123,1879
答应,953,3241,3.5107,1962
收,954,3237,3.5101,2016
砸,955,3232,3.5095,1996
街,956,3219,3.5077,1633
电脑,957,3210,3.5065,1205
区,958,3198,3.5049,1615
撞,959,3186,3.5032,1664
借,960,3185,3.5031,1816
秒,961,3174,3.5016,1612
似乎,962,3157,3.4993,1934
放下,963,3156,3.4991,1648
力量,964,3150,3.4983,1588
命令,965,3147,3.4979,1361
同时,966,3145,3.4976,2091
提供,967,3143,3.4973,1956
威胁,968,3141,3.4971,1777
输,969,3138,3.4967,1443
号码,970,3136,3.4964,1531
日子,971,3136,3.4964,2016
座,972,3132,3.4958,1732
比如,973,3120,3.4942,1971
哪个,974,3120,3.4942,2127
剩下,975,3118,3.4939,2074
严重,976,3110,3.4928,2045
感,977,3098,3.4911,2054
享受,978,3096,3.4908,1961
战争,979,3095,3.4907,1144
恭喜,980,3093,3.4904,1522
杀死,981,3093,3.4904,1535
其,982,3087,3.4895,1891
影响,983,3085,3.4893,1990
利用,984,3078,3.4883,1942
恨,985,3077,3.4881,1680
杀人,986,3063,3.4861,1502
脱,987,3062,3.486,1732
陪,988,3059,3.4856,1898
失踪,989,3051,3.4844,1153
认真,990,3048,3.484,1995
真相,991,3046,3.4837,1616
法律,992,3044,3.4834,1405
训练,993,3039,3.4827,1306
米,994,3034,3.482,1002
值得,995,3033,3.4819,2059
阿,996,3031,3.4816,944
主,997,3030,3.4814,1452
有意思,998,3029,3.4813,1894
热,999,3025,3.4807,1712
使用,1000,3017,3.4796,1784
差,1001,3016,3.4794,1957
方面,1002,3015,3.4793,1985
银行,1003,3003,3.4776,1019
恐怖,1004,2994,3.4763,1430
尽,1005,2981,3.4744,2089
原来,1006,2980,3.4742,1996
警官,1007,2978,3.4739,1001
性感,1008,2973,3.4732,1422
自杀,1009,2969,3.4726,1221
酒吧,1010,2968,3.4725,1410
讨论,1011,2966,3.4722,1882
同样,1012,2959,3.4711,2000
身份,1013,2954,3.4704,1624
说明,1014,2953,3.4703,1854
什么样,1015,2953,3.4703,2056
安静,1016,2951,3.47,1753
岛,1017,2950,3.4698,852
模特,1018,2949,3.4697,501
多么,1019,2945,3.4691,1879
足够,1020,2945,3.4691,2061
饿,1021,2943,3.4688,1721
学生,1022,2942,3.4686,1238
红,1023,2932,3.4672,1585
鸡,1024,2931,3.467,1061
养,1025,2929,3.4667,1637
下午,1026,2928,3.4666,1826
仍然,1027,2922,3.4657,1848
一旦,1028,2922,3.4657,1939
追,1029,2916,3.4648,1724
动作,1030,2916,3.4648,1207
谢,1031,2915,3.4646,1812
意味着,1032,2913,3.4643,2016
受到,1033,2907,3.4634,1909
群,1034,2903,3.4628,1808
之一,1035,2901,3.4625,1877
因,1036,2900,3.4624,1759
约,1037,2897,3.4619,1556
第三,1038,2897,3.4619,1910
赶,1039,2892,3.4612,1973
面对,1040,2891,3.461,1927
怀疑,1041,2888,3.4606,1910
慢,1042,2887,3.4604,1677
居然,1043,2886,3.4603,1751
就要,1044,2883,3.4598,2024
拒绝,1045,2880,3.4594,1840
家人,1046,2880,3.4594,1694
雷,1047,2873,3.4583,555
演员,1048,2871,3.458,1145
烧,1049,2867,3.4574,1503
真实,1050,2865,3.4571,1724
交易,1051,2862,3.4567,1310
破,1052,2859,3.4562,1833
停止,1053,2856,3.4558,1767
人生,1054,2852,3.4551,1640
清,1055,2848,3.4545,1909
因此,1056,2846,3.4542,1603
恶心,1057,2846,3.4542,1755
受伤,1058,2842,3.4536,1767
夜,1059,2837,3.4529,1607
婊子,1060,2829,3.4516,1205
属于,1061,2827,3.4513,1838
舞蹈,1062,2814,3.4493,451
根据,1063,2813,3.4492,1817
几乎,1064,2808,3.4484,1927
算是,1065,2806,3.4481,1978
演,1066,2805,3.4479,1123
尼,1067,2802,3.4475,899
答案,1068,2801,3.4473,1688
出色,1069,2799,3.447,1277
目前,1070,2798,3.4468,1795
活动,1071,2793,3.4461,1661
锁,1072,2790,3.4456,1531
梦想,1073,2790,3.4456,1372
最终,1074,2787,3.4451,1835
大人,1075,2784,3.4447,748
再次,1076,2784,3.4447,1862
既然,1077,2783,3.4445,1985
人员,1078,2781,3.4442,1563
英雄,1079,2779,3.4439,1278
坐下,1080,2777,3.4436,1674
感受,1081,2775,3.4433,1755
副,1082,2774,3.4431,1485
事件,1083,2774,3.4431,1538
吻,1084,2773,3.4429,1257
罪,1085,2760,3.4409,1379
逃,1086,2759,3.4408,1597
通知,1087,2756,3.4403,1749
不得不,1088,2756,3.4403,1874
无论,1089,2754,3.44,1791
放开,1090,2753,3.4398,1393
刀,1091,2741,3.4379,1226
后来,1092,2740,3.4378,1782
愿,1093,2739,3.4376,1719
适合,1094,2736,3.4371,1787
允许,1095,2734,3.4368,1815
失望,1096,2734,3.4368,1760
意见,1097,2726,3.4355,1701
获得,1098,2722,3.4349,1641
要是,1099,2719,3.4344,1675
近,1100,2717,3.4341,1882
数,1101,2707,3.4325,1634
公寓,1102,2706,3.4323,1285
文件,1103,2698,3.431,1280
只能,1104,2684,3.4288,2013
白,1105,2684,3.4288,1565
寻找,1106,2684,3.4288,1749
攻击,1107,2677,3.4276,1267
烂,1108,2676,3.4275,1669
不然,1109,2661,3.425,1762
邀请,1110,2661,3.425,1500
尽管,1111,2657,3.4244,1828
姐姐,1112,2655,3.4241,1114
浪费,1113,2644,3.4223,1893
多谢,1114,2641,3.4218,1423
女朋友,1115,2641,3.4218,1456
动物,1116,2636,3.4209,1239
一半,1117,2633,3.4205,1673
某个,1118,2632,3.4203,1821
躲,1119,2632,3.4203,1669
为何,1120,2630,3.42,1126
要么,1121,2628,3.4196,1167
逼,1122,2626,3.4193,1734
欠,1123,2623,3.4188,1593
轮,1124,2619,3.4181,1544
试图,1125,2618,3.418,1681
反应,1126,2612,3.417,1715
西,1127,2606,3.416,1165
一边,1128,2594,3.414,1638
听见,1129,2592,3.4136,1602
舒服,1130,2590,3.4133,1774
失败,1131,2590,3.4133,1573
通,1132,2590,3.4133,1598
有时,1133,2587,3.4128,1623
一般,1134,2586,3.4126,1788
蛋,1135,2584,3.4123,1322
介绍,1136,2583,3.4121,1685
意外,1137,2579,3.4115,1567
字,1138,2572,3.4103,1612
入,1139,2570,3.4099,1682
责任,1140,2569,3.4098,1688
食物,1141,2561,3.4084,1460
洛杉矶,1142,2561,3.4084,952
遗憾,1143,2560,3.4082,1771
反正,1144,2559,3.4081,1770
杀手,1145,2559,3.4081,1052
设计,1146,2558,3.4079,1291
封,1147,2558,3.4079,1268
赢得,1148,2555,3.4074,1156
正是,1149,2554,3.4072,1815
证人,1150,2545,3.4057,874
美丽,1151,2544,3.4055,1435
压力,1152,2541,3.405,1528
味道,1153,2534,3.4038,1602
淘汰,1154,2534,3.4038,434
鱼,1155,2532,3.4035,1018
厉害,1156,2532,3.4035,1657
射,1157,2530,3.4031,1280
室,1158,2526,3.4024,1365
醉,1159,2524,3.4021,1396
蠢,1160,2524,3.4021,1601
未,1161,2520,3.4014,1684
德,1162,2516,3.4007,904
私人,1163,2515,3.4005,1648
某,1164,2512,3.4,1811
出发,1165,2509,3.3995,1418
伟大,1166,2504,3.3986,1392
兴奋,1167,2504,3.3986,1538
观众,1168,2503,3.3985,816
臭,1169,2499,3.3978,1374
达,1170,2495,3.3971,959
自从,1171,2494,3.3969,1827
钟,1172,2489,3.396,1530
子弹,1173,2488,3.3959,1027
垃圾,1174,2485,3.3953,1485
叔叔,1175,2485,3.3953,966
男朋友,1176,2478,3.3941,1355
疼,1177,2477,3.3939,1323
毒品,1178,2473,3.3932,874
签,1179,2469,3.3925,1289
不必,1180,2468,3.3923,1617
反对,1181,2468,3.3923,1060
颗,1182,2462,3.3913,1355
停下,1183,2459,3.3908,1343
肉,1184,2456,3.3902,1292
测试,1185,2453,3.3897,1189
精彩,1186,2453,3.3897,1178
金,1187,2449,3.389,1063
感情,1188,2446,3.3885,1536
有时候,1189,2443,3.3879,1722
袭击,1190,2442,3.3877,1140
演出,1191,2437,3.3869,886
一生,1192,2437,3.3869,1650
不在乎,1193,2436,3.3867,1686
朝,1194,2436,3.3867,1552
呼吸,1195,2435,3.3865,1375
明星,1196,2434,3.3863,1125
机,1197,2428,3.3852,1314
城,1198,2428,3.3852,1234
超级,1199,2427,3.3851,1248
灵魂,1200,2425,3.3847,1133
破坏,1201,2423,3.3844,1569
只不过,1202,2422,3.3842,1563
房,1203,2417,3.3833,1458
愉快,1204,2416,3.3831,1647
爆炸,1205,2413,3.3826,992
迟到,1206,2413,3.3826,1499
带走,1207,2412,3.3824,1565
晚餐,1208,2408,3.3817,1331
开玩笑,1209,2406,3.3813,1723
角色,1210,2403,3.3808,1259
脑子,1211,2401,3.3804,1647
路上,1212,2399,3.38,1723
见鬼,1213,2396,3.3795,1205
杂志,1214,2395,3.3793,1047
秀,1215,2390,3.3784,960
服务,1216,2387,3.3779,1484
合适,1217,2385,3.3775,1665
学习,1218,2385,3.3775,1377
顿,1219,2382,3.3769,1374
便,1220,2380,3.3766,1192
包括,1221,2376,3.3758,1695
累,1222,2375,3.3757,1495
汽车,1223,2373,3.3753,1309
时刻,1224,2363,3.3735,1539
单,1225,2361,3.3731,1515
广告,1226,2357,3.3724,962
哥们,1227,2356,3.3722,840
英国,1228,2355,3.372,858
样,1229,2345,3.3701,1680
笨蛋,1230,2345,3.3701,1267
冷,1231,2343,3.3698,1393
相当,1232,2339,3.369,1484
投,1233,2338,3.3688,954
闻,1234,2337,3.3687,1379
公平,1235,2336,3.3685,1556
玩意,1236,2334,3.3681,1417
及,1237,2333,3.3679,1533
鞋,1238,2332,3.3677,1161
屁,1239,2332,3.3677,1200
盯,1240,2329,3.3672,1600
自然,1241,2328,3.367,1508
堆,1242,2326,3.3666,1638
历史,1243,2325,3.3664,1355
深,1244,2324,3.3662,1652
取,1245,2322,3.3659,1574
法庭,1246,2322,3.3659,893
俱乐部,1247,2317,3.3649,1062
通常,1248,2316,3.3647,1674
拯救,1249,2314,3.3644,1260
差点,1250,2310,3.3636,1705
啤酒,1251,2310,3.3636,1186
咬,1252,2304,3.3625,1158
短,1253,2303,3.3623,1351
地球,1254,2293,3.3604,961
紧,1255,2293,3.3604,1585
透,1256,2290,3.3598,1562
受害者,1257,2288,3.3595,939
力,1258,2278,3.3576,1331
愚蠢,1259,2276,3.3572,1536
炸弹,1260,2268,3.3556,665
帅,1261,2268,3.3556,1374
踢,1262,2266,3.3553,1234
联邦,1263,2261,3.3543,894
评委,1264,2253,3.3528,323
客气,1265,2251,3.3524,1589
造成,1266,2251,3.3524,1446
经过,1267,2251,3.3524,1650
周末,1268,2250,3.3522,1321
星,1269,2250,3.3522,818
信号,1270,2250,3.3522,1043
跟踪,1271,2249,3.352,1167
推,1272,2249,3.352,1365
喝酒,1273,2249,3.352,1382
关键,1274,2248,3.3518,1594
下次,1275,2248,3.3518,1644
充满,1276,2248,3.3518,1555
断,1277,2246,3.3514,1496
其它,1278,2244,3.351,1285
再说,1279,2242,3.3506,1676
空,1280,2242,3.3506,1460
抱,1281,2239,3.3501,1441
究竟,1282,2238,3.3499,1395
美好,1283,2237,3.3497,1526
班,1284,2235,3.3493,1185
架,1285,2234,3.3491,1211
圣,1286,2234,3.3491,941
恐怕,1287,2233,3.3489,1574
准,1288,2229,3.3481,1503
抢,1289,2228,3.3479,1276
课,1290,2226,3.3475,1234
习惯,1291,2223,3.3469,1632
现实,1292,2223,3.3469,1457
做出,1293,2222,3.3467,1536
上班,1294,2221,3.3465,1372
躺,1295,2220,3.3464,1485
越来越,1296,2216,3.3456,1607
山,1297,2213,3.345,1096
名单,1298,2212,3.3448,1130
不幸,1299,2208,3.344,1605
恢复,1300,2207,3.3438,1442
确认,1301,2206,3.3436,1332
聚会,1302,2206,3.3436,1012
怀孕,1303,2206,3.3436,922
公园,1304,2206,3.3436,1008
绑架,1305,2199,3.3422,832
部落,1306,2197,3.3418,248
肯,1307,2196,3.3416,1376
资料,1308,2191,3.3406,1160
干净,1309,2189,3.3402,1525
婚姻,1310,2187,3.3398,1049
痛,1311,2186,3.3397,1267
亲,1312,2180,3.3385,1138
教堂,1313,2176,3.3377,917
皮,1314,2173,3.3371,1197
鸟,1315,2172,3.3369,1093
爽,1316,2172,3.3369,1285
健康,1317,2168,3.3361,1361
客户,1318,2168,3.3361,992
圈,1319,2168,3.3361,1259
脑袋,1320,2165,3.3355,1380
不够,1321,2163,3.3351,1621
嘘,1322,2161,3.3347,1113
前面,1323,2158,3.3341,1471
分手,1324,2158,3.3341,1052
方向,1325,2156,3.3336,1407
心理,1326,2152,3.3328,1217
幸福,1327,2151,3.3326,1203
树,1328,2150,3.3324,969
救命,1329,2149,3.3322,948
接着,1330,2149,3.3322,1440
项,1331,2146,3.3316,1405
疯子,1332,2143,3.331,1365
赛,1333,2139,3.3302,763
将军,1334,2138,3.33,500
技术,1335,2136,3.3296,1310
吃饭,1336,2135,3.3294,1459
传,1337,2133,3.329,1157
困难,1338,2132,3.3288,1462
不许,1339,2130,3.3284,1278
某种,1340,2130,3.3284,1464
记忆,1341,2128,3.328,1009
乐队,1342,2126,3.3276,812
紧急,1343,2126,3.3276,1240
高中,1344,2125,3.3274,1092
听听,1345,2120,3.3263,1613
正好,1346,2116,3.3255,1586
州,1347,2116,3.3255,1104
毫无,1348,2114,3.3251,1543
提醒,1349,2113,3.3249,1596
旅行,1350,2112,3.3247,1177
惊喜,1351,2109,3.3241,1315
拿走,1352,2109,3.3241,1429
接近,1353,2108,3.3239,1446
逮捕,1354,2104,3.323,1149
吵,1355,2099,3.322,1437
旁边,1356,2098,3.3218,1546
激动,1357,2096,3.3214,1356
骄傲,1358,2094,3.321,1357
而是,1359,2092,3.3206,1575
利,1360,2092,3.3206,913
牌,1361,2091,3.3204,938
八,1362,2090,3.3201,1289
成员,1363,2088,3.3197,1179
监视,1364,2084,3.3189,1080
女性,1365,2080,3.3181,1162
权利,1366,2079,3.3179,1234
说谎,1367,2078,3.3176,1206
圣诞,1368,2073,3.3166,521
黑人,1369,2073,3.3166,722
警方,1370,2071,3.3162,963
法国,1371,2069,3.3158,850
毛,1372,2068,3.3156,1176
错过,1373,2066,3.3151,1478
警告,1374,2064,3.3147,1397
老天,1375,2063,3.3145,1239
吉,1376,2062,3.3143,532
惹,1377,2062,3.3143,1490
酒店,1378,2061,3.3141,892
抽,1379,2054,3.3126,1174
之类,1380,2052,3.3122,1470
王,1381,2052,3.3122,834
冠军,1382,2047,3.3111,695
尝试,1383,2045,3.3107,1368
教练,1384,2043,3.3103,522
常,1385,2040,3.3096,1429
对方,1386,2036,3.3088,1337
随时,1387,2036,3.3088,1565
弹,1388,2033,3.3081,949
敌人,1389,2031,3.3077,1027
搭档,1390,2028,3.3071,859
从未,1391,2028,3.3071,1272
帐,1392,2025,3.3064,1141
谈话,1393,2023,3.306,1404
度,1394,2023,3.306,1184
背,1395,2023,3.306,1356
节,1396,2019,3.3051,969
排,1397,2015,3.3043,1260
约翰,1398,2015,3.3043,342
许多,1399,2014,3.3041,1285
人物,1400,2014,3.3041,1378
头儿,1401,2013,3.3038,547
叫做,1402,2013,3.3038,1405
猪,1403,2011,3.3034,864
感激,1404,2010,3.3032,1459
随,1405,2000,3.301,1447
中国,1406,1994,3.2997,764
牛,1407,1990,3.2989,921
瓶,1408,1989,3.2986,1225
蛋糕,1409,1987,3.2982,829
吸,1410,1986,3.298,1081
顺利,1411,1985,3.2978,1454
死者,1412,1984,3.2975,675
傻瓜,1413,1981,3.2969,1251
英里,1414,1979,3.2964,1019
嫁,1415,1979,3.2964,1108
挑战,1416,1977,3.296,876
死去,1417,1974,3.2953,1277
上去,1418,1973,3.2951,1396
七,1419,1972,3.2949,1146
职业,1420,1965,3.2934,1236
菜,1421,1963,3.2929,1114
改,1422,1962,3.2927,1329
地址,1423,1959,3.292,1204
意,1424,1959,3.292,1415
赚,1425,1959,3.292,1202
不少,1426,1956,3.2914,1435
地狱,1427,1951,3.2903,949
于是,1428,1950,3.29,1174
自我,1429,1950,3.29,1347
非,1430,1948,3.2896,1414
对付,1431,1948,3.2896,1337
好事,1432,1947,3.2894,1478
唔,1433,1947,3.2894,576
元,1434,1945,3.2889,791
祈祷,1435,1945,3.2889,1108
编,1436,1943,3.2885,881
收拾,1437,1941,3.288,1350
客人,1438,1939,3.2876,1171
状态,1439,1938,3.2874,1294
战,1440,1936,3.2869,966
亚,1441,1934,3.2865,663
周围,1442,1932,3.286,1488
报道,1443,1931,3.2858,911
戏,1444,1929,3.2853,1123
参与,1445,1925,3.2844,1284
运动,1446,1923,3.284,1092
彼此,1447,1920,3.2833,1275
荣幸,1448,1919,3.2831,1360
会议,1449,1918,3.2828,943
到达,1450,1917,3.2826,1076
爬,1451,1916,3.2824,1194
赌,1452,1916,3.2824,884
显示,1453,1915,3.2822,1246
队伍,1454,1914,3.2819,647
立刻,1455,1913,3.2817,1212
绝不,1456,1912,3.2815,1392
舞台,1457,1911,3.2813,575
吐,1458,1911,3.2813,1139
奶奶,1459,1910,3.281,734
配,1460,1909,3.2808,1320
取消,1461,1908,3.2806,1180
离婚,1462,1907,3.2804,904
等待,1463,1907,3.2804,1322
爱情,1464,1906,3.2801,964
尽力,1465,1906,3.2801,1412
十分,1466,1900,3.2788,1158
尊重,1467,1900,3.2788,1229
教授,1468,1898,3.2783,608
去年,1469,1897,3.2781,1292
语,1470,1892,3.2769,990
超过,1471,1891,3.2767,1337
丝,1472,1890,3.2765,819
开车,1473,1888,3.276,1223
仍,1474,1886,3.2755,1247
寄,1475,1886,3.2755,1119
器,1476,1886,3.2755,978
聊,1477,1884,3.2751,1285
指纹,1478,1879,3.2739,715
庆祝,1479,1878,3.2737,1232
住手,1480,1877,3.2735,1015
娘,1481,1874,3.2728,999
偶像,1482,1873,3.2725,384
同志,1483,1873,3.2725,575
裤子,1484,1871,3.2721,1050
军队,1485,1870,3.2718,800
假装,1486,1870,3.2718,1360
想起,1487,1869,3.2716,1378
侦探,1488,1869,3.2716,690
狂,1489,1869,3.2716,1252
拖,1490,1857,3.2688,1275
实验室,1491,1853,3.2679,772
顺便,1492,1853,3.2679,1462
吹,1493,1845,3.266,1144
害,1494,1843,3.2655,1237
或是,1495,1842,3.2653,1198
修,1496,1842,3.2653,1043
在乎,1497,1840,3.2648,1269
无聊,1498,1839,3.2646,1263
状况,1499,1838,3.2643,1256
目的,1500,1835,3.2636,1299
恶魔,1501,1834,3.2634,641
确保,1502,1833,3.2632,1351
心脏,1503,1830,3.2625,801
似的,1504,1827,3.2617,1341
舞会,1505,1826,3.2615,575
急,1506,1826,3.2615,1338
风,1507,1824,3.261,1143
耍,1508,1824,3.261,1263
罗,1509,1823,3.2608,726
家族,1510,1822,3.2605,850
慢慢,1511,1820,3.2601,1330
低,1512,1820,3.2601,1265
剩,1513,1819,3.2598,1272
战斗,1514,1817,3.2594,792
饭,1515,1813,3.2584,1198
脑,1516,1812,3.2582,1106
复杂,1517,1812,3.2582,1314
社会,1518,1805,3.2565,1125
烦,1519,1804,3.2562,1287
故意,1520,1803,3.256,1317
邻居,1521,1803,3.256,1102
今年,1522,1802,3.2558,1064
调,1523,1801,3.2555,1196
心里,1524,1801,3.2555,1325
展示,1525,1801,3.2555,933
意大利,1526,1800,3.2553,882
起诉,1527,1799,3.255,880
哥,1528,1798,3.2548,910
好人,1529,1798,3.2548,1321
国王,1530,1798,3.2548,453
长大,1531,1797,3.2545,1335
类,1532,1794,3.2538,1160
交给,1533,1790,3.2529,1301
瑞,1534,1789,3.2526,386
尿,1535,1788,3.2524,901
屎,1536,1787,3.2521,831
陪审团,1537,1784,3.2514,458
项目,1538,1783,3.2512,753
集中,1539,1780,3.2504,1206
实话,1540,1780,3.2504,1289
表情,1541,1778,3.2499,1008
冒险,1542,1777,3.2497,1207
好处,1543,1776,3.2494,1358
格,1544,1776,3.2494,834
左,1545,1773,3.2487,896
海,1546,1772,3.2485,795
吸血鬼,1547,1770,3.248,255
胜利,1548,1769,3.2477,927
竟然,1549,1767,3.2472,1257
普通,1550,1765,3.2467,1252
官,1551,1764,3.2465,729
直,1552,1762,3.246,1092
表示,1553,1761,3.2458,1282
印象,1554,1758,3.245,1251
出生,1555,1753,3.2438,1213
进展,1556,1752,3.2435,1272
估计,1557,1748,3.2425,1233
乐,1558,1747,3.2423,1105
地点,1559,1746,3.242,1130
经理,1560,1745,3.2418,734
轻松,1561,1744,3.2415,1246
乐意,1562,1744,3.2415,1361
作用,1563,1739,3.2403,1242
右,1564,1738,3.24,903
举,1565,1738,3.24,1118
安,1566,1737,3.2398,796
期待,1567,1736,3.2395,1244
师,1568,1734,3.239,849
小伙子,1569,1734,3.239,1007
保险,1570,1733,3.2388,945
天使,1571,1733,3.2388,760
落,1572,1733,3.2388,1311
难以置信,1573,1732,3.2385,1223
录,1574,1732,3.2385,983
单独,1575,1732,3.2385,1322
反,1576,1731,3.2383,1128
队长,1577,1731,3.2383,581
著名,1578,1729,3.2378,1210
理,1579,1729,3.2378,1220
日本,1580,1728,3.2375,567
专家,1581,1727,3.2373,1153
为止,1582,1726,3.237,1333
具,1583,1724,3.2365,1045
墨西哥,1584,1723,3.2363,720
旅馆,1585,1722,3.236,842
邪恶,1586,1720,3.2355,892
赶快,1587,1718,3.235,1180
不知,1588,1717,3.2348,1260
更加,1589,1717,3.2348,1210
层,1590,1716,3.2345,1011
挖,1591,1716,3.2345,921
